"Date","Temp","Umidità","Remark"
2023/06/10 11:07:37,"23.75℃","69.06%",""
2023/06/10 11:17:37,"23.75℃","69.00%",""
2023/06/10 11:27:37,"23.75℃","69.06%",""
2023/06/10 11:37:37,"23.81℃","69.38%",""
2023/06/10 11:47:37,"23.81℃","69.38%",""
2023/06/10 11:57:37,"23.81℃","68.94%",""
2023/06/10 12:07:37,"23.81℃","69.00%",""
2023/06/10 12:17:37,"23.81℃","69.06%",""
2023/06/10 12:27:37,"23.88℃","69.50%",""
2023/06/10 12:37:37,"23.88℃","69.56%",""
2023/06/10 12:47:37,"23.94℃","69.75%",""
2023/06/10 12:57:37,"24.00℃","70.38%",""
2023/06/10 13:07:37,"24.00℃","70.81%",""
2023/06/10 13:17:37,"24.06℃","71.25%",""
2023/06/10 13:27:37,"24.06℃","71.00%",""
2023/06/10 13:37:37,"24.06℃","70.75%",""
2023/06/10 13:47:37,"24.13℃","70.75%",""
2023/06/10 13:57:37,"24.13℃","70.44%",""
2023/06/10 14:07:37,"24.13℃","69.81%",""
2023/06/10 14:17:37,"24.13℃","69.50%",""
2023/06/10 14:27:37,"24.13℃","69.12%",""
2023/06/10 14:37:37,"24.13℃","68.81%",""
2023/06/10 14:47:37,"24.13℃","68.62%",""
2023/06/10 14:57:37,"24.13℃","68.31%",""
2023/06/10 15:07:37,"24.13℃","68.62%",""
2023/06/10 15:17:37,"24.13℃","69.00%",""
2023/06/10 15:27:37,"24.19℃","68.62%",""
2023/06/10 15:37:37,"24.13℃","68.69%",""
2023/06/10 15:47:37,"24.13℃","69.00%",""
2023/06/10 15:57:37,"24.13℃","67.62%",""
2023/06/10 16:07:37,"24.19℃","67.12%",""
2023/06/10 16:17:37,"24.19℃","65.81%",""
2023/06/10 16:27:37,"24.13℃","65.50%",""
2023/06/10 16:37:37,"24.19℃","65.00%",""
2023/06/10 16:47:37,"24.19℃","66.00%",""
2023/06/10 16:57:37,"24.19℃","65.50%",""
2023/06/10 17:07:37,"24.19℃","66.19%",""
2023/06/10 17:17:37,"24.19℃","66.31%",""
2023/06/10 17:27:37,"24.19℃","66.50%",""
2023/06/10 17:37:37,"24.19℃","66.06%",""
2023/06/10 17:47:37,"24.19℃","66.19%",""
2023/06/10 17:57:37,"24.19℃","66.25%",""
2023/06/10 18:07:37,"24.19℃","66.38%",""
2023/06/10 18:17:37,"24.19℃","66.38%",""
2023/06/10 18:27:37,"24.19℃","66.44%",""
2023/06/10 18:37:37,"24.19℃","66.62%",""
2023/06/10 18:47:37,"24.25℃","66.50%",""
2023/06/10 18:57:37,"24.25℃","66.69%",""
2023/06/10 19:07:37,"24.25℃","66.69%",""
2023/06/10 19:17:37,"24.25℃","66.69%",""
2023/06/10 19:27:37,"24.25℃","66.81%",""
2023/06/10 19:37:37,"24.25℃","67.00%",""
2023/06/10 19:47:37,"24.25℃","67.00%",""
2023/06/10 19:57:37,"24.25℃","67.12%",""
2023/06/10 20:07:37,"24.25℃","67.31%",""
2023/06/10 20:17:37,"24.25℃","67.75%",""
2023/06/10 20:27:37,"24.25℃","67.88%",""
2023/06/10 20:37:37,"24.25℃","67.81%",""
2023/06/10 20:47:37,"24.25℃","68.62%",""
2023/06/10 20:57:37,"24.25℃","67.94%",""
2023/06/10 21:07:37,"24.25℃","67.81%",""
2023/06/10 21:17:37,"24.25℃","68.00%",""
2023/06/10 21:27:37,"24.19℃","67.94%",""
2023/06/10 21:37:37,"24.19℃","68.25%",""
2023/06/10 21:47:37,"24.25℃","68.25%",""
2023/06/10 21:57:37,"24.19℃","68.19%",""
2023/06/10 22:07:37,"24.19℃","68.31%",""
2023/06/10 22:17:37,"24.19℃","68.25%",""
2023/06/10 22:27:37,"24.19℃","68.06%",""
2023/06/10 22:37:37,"24.19℃","68.25%",""
2023/06/10 22:47:37,"24.19℃","68.12%",""
2023/06/10 22:57:37,"24.19℃","68.12%",""
2023/06/10 23:07:37,"24.19℃","68.00%",""
2023/06/10 23:17:37,"24.19℃","68.06%",""
2023/06/10 23:27:37,"24.19℃","68.25%",""
2023/06/10 23:37:37,"24.19℃","68.12%",""
2023/06/10 23:47:37,"24.19℃","68.38%",""
2023/06/10 23:57:37,"24.19℃","68.38%",""
2023/06/11 00:07:37,"24.19℃","69.00%",""
2023/06/11 00:17:37,"24.19℃","68.62%",""
2023/06/11 00:27:37,"24.19℃","68.69%",""
2023/06/11 00:37:37,"24.19℃","68.94%",""
2023/06/11 00:47:37,"24.19℃","69.00%",""
2023/06/11 00:57:37,"24.19℃","69.00%",""
2023/06/11 01:07:37,"24.19℃","69.06%",""
2023/06/11 01:17:37,"24.19℃","69.12%",""
2023/06/11 01:27:37,"24.19℃","69.25%",""
2023/06/11 01:37:37,"24.19℃","69.31%",""
2023/06/11 01:47:37,"24.13℃","69.44%",""
2023/06/11 01:57:37,"24.13℃","69.56%",""
2023/06/11 02:07:37,"24.13℃","69.56%",""
2023/06/11 02:17:37,"24.13℃","69.62%",""
2023/06/11 02:27:37,"24.13℃","69.56%",""
2023/06/11 02:37:37,"24.13℃","69.62%",""
2023/06/11 02:47:37,"24.13℃","69.56%",""
2023/06/11 02:57:37,"24.13℃","69.62%",""
2023/06/11 03:07:37,"24.13℃","69.50%",""
2023/06/11 03:17:37,"24.13℃","69.81%",""
2023/06/11 03:27:37,"24.13℃","70.00%",""
2023/06/11 03:37:37,"24.13℃","70.06%",""
2023/06/11 03:47:37,"24.13℃","70.19%",""
2023/06/11 03:57:37,"24.13℃","70.00%",""
2023/06/11 04:07:37,"24.13℃","70.19%",""
2023/06/11 04:17:37,"24.06℃","69.94%",""
2023/06/11 04:27:37,"24.06℃","69.94%",""
2023/06/11 04:37:37,"24.06℃","70.00%",""
2023/06/11 04:47:37,"24.06℃","69.94%",""
2023/06/11 04:57:37,"24.06℃","69.94%",""
2023/06/11 05:07:37,"24.06℃","69.88%",""
2023/06/11 05:17:37,"24.06℃","69.88%",""
2023/06/11 05:27:37,"24.06℃","69.81%",""
2023/06/11 05:37:37,"24.00℃","69.94%",""
2023/06/11 05:47:37,"24.00℃","69.94%",""
2023/06/11 05:57:37,"24.00℃","69.88%",""
2023/06/11 06:07:37,"24.00℃","69.75%",""
2023/06/11 06:17:37,"24.00℃","69.81%",""
2023/06/11 06:27:37,"24.00℃","69.75%",""
2023/06/11 06:37:37,"24.00℃","70.00%",""
2023/06/11 06:47:37,"24.00℃","69.94%",""
2023/06/11 06:57:37,"24.00℃","69.88%",""
2023/06/11 07:07:37,"24.00℃","69.88%",""
2023/06/11 07:17:37,"24.00℃","69.88%",""
2023/06/11 07:27:37,"24.00℃","69.94%",""
2023/06/11 07:37:37,"24.00℃","69.94%",""
2023/06/11 07:47:37,"23.94℃","69.94%",""
2023/06/11 07:57:37,"24.00℃","69.94%",""
2023/06/11 08:07:37,"23.94℃","70.00%",""
2023/06/11 08:17:37,"23.94℃","70.00%",""
2023/06/11 08:27:37,"23.94℃","70.06%",""
2023/06/11 08:37:37,"23.94℃","70.12%",""
2023/06/11 08:47:37,"23.94℃","70.06%",""
2023/06/11 08:57:37,"23.94℃","70.06%",""
2023/06/11 09:07:37,"23.94℃","70.19%",""
2023/06/11 09:17:37,"23.94℃","70.25%",""
2023/06/11 09:27:37,"23.94℃","70.31%",""
2023/06/11 09:37:37,"23.94℃","70.75%",""
2023/06/11 09:47:37,"23.94℃","70.94%",""
2023/06/11 09:57:37,"24.00℃","70.94%",""
2023/06/11 10:07:37,"24.00℃","71.12%",""
2023/06/11 10:17:37,"24.00℃","70.88%",""
2023/06/11 10:27:37,"24.06℃","70.50%",""
2023/06/11 10:37:37,"24.06℃","70.00%",""
2023/06/11 10:47:37,"24.06℃","69.94%",""
2023/06/11 10:57:37,"24.13℃","69.94%",""
2023/06/11 11:07:37,"24.13℃","70.06%",""
2023/06/11 11:17:37,"24.13℃","70.12%",""
2023/06/11 11:27:37,"24.13℃","70.38%",""
2023/06/11 11:37:37,"24.13℃","70.44%",""
2023/06/11 11:47:37,"24.19℃","69.81%",""
2023/06/11 11:57:37,"24.25℃","69.94%",""
2023/06/11 12:07:37,"24.31℃","68.19%",""
2023/06/11 12:17:37,"24.38℃","67.31%",""
2023/06/11 12:27:37,"24.44℃","66.94%",""
2023/06/11 12:37:37,"24.44℃","67.19%",""
2023/06/11 12:47:37,"24.50℃","67.56%",""
2023/06/11 12:57:37,"24.50℃","65.81%",""
2023/06/11 13:07:37,"24.50℃","65.94%",""
2023/06/11 13:17:37,"24.44℃","66.25%",""
2023/06/11 13:27:37,"24.44℃","66.38%",""
2023/06/11 13:37:37,"24.44℃","65.88%",""
2023/06/11 13:47:37,"24.44℃","66.25%",""
2023/06/11 13:57:37,"24.44℃","66.56%",""
2023/06/11 14:07:37,"24.44℃","66.38%",""
2023/06/11 14:17:37,"24.50℃","66.31%",""
2023/06/11 14:27:37,"24.50℃","66.12%",""
2023/06/11 14:37:37,"24.50℃","66.19%",""
2023/06/11 14:47:37,"24.50℃","66.19%",""
2023/06/11 14:57:37,"24.50℃","65.56%",""
2023/06/11 15:07:37,"24.50℃","65.62%",""
2023/06/11 15:17:37,"24.56℃","65.75%",""
2023/06/11 15:27:37,"24.56℃","65.44%",""
2023/06/11 15:37:37,"24.56℃","64.50%",""
2023/06/11 15:47:37,"24.63℃","63.69%",""
2023/06/11 15:57:37,"24.56℃","63.06%",""
2023/06/11 16:07:37,"24.63℃","62.94%",""
2023/06/11 16:17:37,"24.63℃","62.88%",""
2023/06/11 16:27:37,"24.56℃","63.00%",""
2023/06/11 16:37:37,"24.63℃","63.00%",""
2023/06/11 16:47:37,"24.63℃","63.12%",""
2023/06/11 16:57:37,"24.63℃","62.94%",""
2023/06/11 17:07:37,"24.63℃","63.06%",""
2023/06/11 17:17:37,"24.63℃","63.00%",""
2023/06/11 17:27:37,"24.63℃","62.94%",""
2023/06/11 17:37:37,"24.63℃","62.94%",""
2023/06/11 17:47:37,"24.63℃","62.81%",""
2023/06/11 17:57:37,"24.63℃","63.00%",""
2023/06/11 18:07:37,"24.69℃","62.56%",""
2023/06/11 18:17:37,"24.69℃","62.88%",""
2023/06/11 18:27:37,"24.69℃","62.69%",""
2023/06/11 18:37:37,"24.69℃","62.94%",""
2023/06/11 18:47:37,"24.69℃","62.75%",""
2023/06/11 18:57:37,"24.69℃","62.50%",""
2023/06/11 19:07:37,"24.69℃","62.56%",""
2023/06/11 19:17:37,"24.75℃","62.38%",""
2023/06/11 19:27:37,"24.75℃","62.38%",""
2023/06/11 19:37:37,"24.75℃","62.12%",""
2023/06/11 19:47:37,"24.75℃","62.38%",""
2023/06/11 19:57:37,"24.75℃","62.31%",""
2023/06/11 20:07:37,"24.81℃","62.38%",""
2023/06/11 20:17:37,"24.81℃","62.00%",""
2023/06/11 20:27:37,"24.75℃","61.75%",""
2023/06/11 20:37:37,"24.75℃","61.75%",""
2023/06/11 20:47:37,"24.75℃","61.19%",""
2023/06/11 20:57:37,"24.75℃","60.44%",""
2023/06/11 21:07:37,"24.75℃","60.88%",""
2023/06/11 21:17:37,"24.75℃","61.88%",""
2023/06/11 21:27:37,"24.81℃","62.81%",""
2023/06/11 21:37:37,"24.81℃","64.12%",""
2023/06/11 21:47:37,"24.81℃","64.69%",""
2023/06/11 21:57:37,"24.75℃","65.25%",""
2023/06/11 22:07:37,"24.75℃","65.56%",""
2023/06/11 22:17:37,"24.75℃","65.75%",""
2023/06/11 22:27:37,"24.75℃","66.00%",""
2023/06/11 22:37:37,"24.75℃","66.12%",""
2023/06/11 22:47:37,"24.75℃","66.19%",""
2023/06/11 22:57:37,"24.75℃","66.31%",""
2023/06/11 23:07:37,"24.75℃","66.44%",""
2023/06/11 23:17:37,"24.75℃","66.50%",""
2023/06/11 23:27:37,"24.75℃","66.62%",""
2023/06/11 23:37:37,"24.69℃","66.69%",""
2023/06/11 23:47:37,"24.69℃","66.81%",""
2023/06/11 23:57:37,"24.69℃","66.94%",""
2023/06/12 00:07:37,"24.69℃","67.06%",""
2023/06/12 00:17:37,"24.69℃","67.06%",""
2023/06/12 00:27:37,"24.69℃","67.19%",""
2023/06/12 00:37:37,"24.69℃","67.12%",""
2023/06/12 00:47:37,"24.63℃","67.19%",""
2023/06/12 00:57:37,"24.63℃","67.38%",""
2023/06/12 01:07:37,"24.63℃","67.38%",""
2023/06/12 01:17:37,"24.63℃","67.44%",""
2023/06/12 01:27:37,"24.63℃","67.50%",""
2023/06/12 01:37:37,"24.63℃","67.56%",""
2023/06/12 01:47:37,"24.63℃","67.62%",""
2023/06/12 01:57:37,"24.63℃","67.56%",""
2023/06/12 02:07:37,"24.63℃","67.62%",""
2023/06/12 02:17:37,"24.63℃","67.69%",""
2023/06/12 02:27:37,"24.56℃","67.81%",""
2023/06/12 02:37:37,"24.56℃","67.88%",""
2023/06/12 02:47:37,"24.63℃","67.81%",""
2023/06/12 02:57:37,"24.56℃","67.88%",""
2023/06/12 03:07:37,"24.56℃","67.81%",""
2023/06/12 03:17:37,"24.56℃","67.81%",""
2023/06/12 03:27:37,"24.50℃","67.81%",""
2023/06/12 03:37:37,"24.50℃","67.88%",""
2023/06/12 03:47:37,"24.50℃","68.12%",""
2023/06/12 03:57:37,"24.50℃","68.25%",""
2023/06/12 04:07:37,"24.50℃","68.31%",""
2023/06/12 04:17:37,"24.50℃","68.38%",""
2023/06/12 04:27:37,"24.50℃","68.25%",""
2023/06/12 04:37:37,"24.50℃","68.25%",""
2023/06/12 04:47:37,"24.50℃","68.31%",""
2023/06/12 04:57:37,"24.50℃","68.25%",""
2023/06/12 05:07:37,"24.44℃","68.31%",""
2023/06/12 05:17:37,"24.44℃","68.31%",""
2023/06/12 05:27:37,"24.44℃","68.25%",""
2023/06/12 05:37:37,"24.44℃","68.25%",""
2023/06/12 05:47:37,"24.44℃","68.38%",""
2023/06/12 05:57:37,"24.38℃","68.38%",""
2023/06/12 06:07:37,"24.44℃","68.56%",""
2023/06/12 06:17:37,"24.38℃","68.62%",""
2023/06/12 06:27:37,"24.38℃","68.69%",""
2023/06/12 06:37:37,"24.38℃","68.38%",""
2023/06/12 06:47:37,"24.38℃","68.25%",""
2023/06/12 06:57:37,"24.38℃","67.81%",""
2023/06/12 07:07:37,"24.38℃","68.12%",""
2023/06/12 07:17:37,"24.38℃","67.88%",""
2023/06/12 07:27:37,"24.38℃","68.00%",""
2023/06/12 07:37:37,"24.38℃","67.81%",""
2023/06/12 07:47:37,"24.38℃","68.06%",""
2023/06/12 07:57:37,"24.38℃","67.94%",""
2023/06/12 08:07:37,"24.38℃","68.00%",""
2023/06/12 08:17:37,"24.38℃","68.12%",""
2023/06/12 08:27:37,"24.38℃","68.25%",""
2023/06/12 08:37:37,"24.38℃","68.19%",""
2023/06/12 08:47:37,"24.38℃","68.31%",""
2023/06/12 08:57:37,"24.38℃","68.19%",""
2023/06/12 09:07:37,"24.38℃","68.50%",""
2023/06/12 09:17:37,"24.38℃","68.44%",""
2023/06/12 09:27:37,"24.38℃","68.44%",""
2023/06/12 09:37:37,"24.38℃","68.31%",""
2023/06/12 09:47:37,"24.38℃","68.31%",""
2023/06/12 09:57:37,"24.44℃","68.25%",""
2023/06/12 10:07:37,"24.44℃","68.25%",""
2023/06/12 10:17:37,"24.38℃","68.31%",""
2023/06/12 10:27:37,"24.44℃","68.25%",""
2023/06/12 10:37:37,"24.44℃","68.12%",""
2023/06/12 10:47:37,"24.44℃","67.94%",""
2023/06/12 10:57:37,"24.44℃","67.75%",""
2023/06/12 11:07:37,"24.50℃","67.56%",""
2023/06/12 11:17:37,"24.50℃","67.44%",""
2023/06/12 11:27:37,"24.50℃","67.31%",""
2023/06/12 11:37:37,"24.50℃","67.31%",""
2023/06/12 11:47:37,"24.56℃","67.19%",""
2023/06/12 11:57:37,"24.50℃","67.00%",""
2023/06/12 12:07:37,"24.50℃","66.62%",""
2023/06/12 12:17:37,"24.50℃","66.25%",""
2023/06/12 12:27:37,"24.50℃","66.06%",""
2023/06/12 12:37:37,"24.50℃","64.56%",""
2023/06/12 12:47:37,"24.56℃","63.81%",""
2023/06/12 12:57:37,"24.56℃","63.75%",""
2023/06/12 13:07:37,"24.56℃","64.25%",""
2023/06/12 13:17:37,"24.56℃","64.94%",""
2023/06/12 13:27:37,"24.63℃","63.44%",""
2023/06/12 13:37:37,"24.56℃","63.69%",""
2023/06/12 13:47:37,"24.63℃","63.19%",""
2023/06/12 13:57:37,"24.63℃","62.94%",""
2023/06/12 14:07:37,"24.63℃","63.69%",""
2023/06/12 14:17:37,"24.63℃","64.00%",""
2023/06/12 14:27:37,"24.63℃","64.31%",""
2023/06/12 14:37:37,"24.63℃","64.56%",""
2023/06/12 14:47:37,"24.63℃","64.75%",""
2023/06/12 14:57:37,"24.63℃","62.75%",""
2023/06/12 15:07:37,"24.63℃","62.75%",""
2023/06/12 15:17:37,"24.63℃","63.88%",""
2023/06/12 15:27:37,"24.63℃","64.25%",""
2023/06/12 15:37:37,"24.63℃","64.50%",""
2023/06/12 15:47:37,"24.63℃","64.50%",""
2023/06/12 15:57:37,"24.69℃","63.69%",""
2023/06/12 16:07:37,"24.69℃","63.44%",""
2023/06/12 16:17:37,"24.75℃","62.81%",""
2023/06/12 16:27:37,"24.75℃","62.81%",""
2023/06/12 16:37:37,"24.75℃","62.81%",""
2023/06/12 16:47:37,"24.75℃","62.38%",""
2023/06/12 16:57:37,"24.81℃","62.06%",""
2023/06/12 17:07:37,"24.81℃","61.75%",""
2023/06/12 17:17:37,"24.81℃","61.69%",""
2023/06/12 17:27:37,"24.81℃","61.62%",""
2023/06/12 17:37:37,"24.81℃","61.88%",""
2023/06/12 17:47:37,"24.81℃","62.00%",""
2023/06/12 17:57:37,"24.88℃","61.88%",""
2023/06/12 18:07:37,"24.88℃","62.12%",""
2023/06/12 18:17:37,"24.88℃","62.19%",""
2023/06/12 18:27:37,"24.88℃","62.31%",""
2023/06/12 18:37:37,"24.88℃","62.75%",""
2023/06/12 18:47:37,"24.88℃","63.81%",""
2023/06/12 18:57:37,"24.94℃","64.25%",""
2023/06/12 19:07:37,"25.00℃","64.44%",""
2023/06/12 19:17:37,"25.00℃","64.88%",""
2023/06/12 19:27:37,"25.00℃","65.12%",""
2023/06/12 19:37:37,"25.00℃","65.06%",""
2023/06/12 19:47:37,"25.00℃","64.81%",""
2023/06/12 19:57:37,"25.06℃","64.50%",""
2023/06/12 20:07:37,"25.06℃","64.56%",""
2023/06/12 20:17:37,"25.06℃","64.50%",""
2023/06/12 20:27:37,"25.06℃","64.44%",""
2023/06/12 20:37:37,"25.06℃","64.12%",""
2023/06/12 20:47:37,"25.06℃","65.00%",""
2023/06/12 20:57:37,"25.13℃","65.44%",""
2023/06/12 21:07:37,"25.06℃","65.88%",""
2023/06/12 21:17:37,"25.06℃","66.19%",""
2023/06/12 21:27:37,"25.06℃","66.44%",""
2023/06/12 21:37:37,"25.06℃","66.62%",""
2023/06/12 21:47:37,"25.06℃","66.88%",""
2023/06/12 21:57:37,"25.06℃","67.00%",""
2023/06/12 22:07:37,"25.06℃","67.19%",""
2023/06/12 22:17:37,"25.06℃","67.31%",""
2023/06/12 22:27:37,"25.06℃","67.38%",""
2023/06/12 22:37:37,"25.13℃","67.50%",""
2023/06/12 22:47:37,"25.13℃","67.62%",""
2023/06/12 22:57:37,"25.13℃","67.75%",""
2023/06/12 23:07:37,"25.13℃","68.00%",""
2023/06/12 23:17:37,"25.13℃","68.00%",""
2023/06/12 23:27:37,"25.13℃","68.12%",""
2023/06/12 23:37:37,"25.13℃","68.06%",""
2023/06/12 23:47:37,"25.13℃","68.25%",""
2023/06/12 23:57:37,"25.13℃","68.25%",""
2023/06/13 00:07:37,"25.13℃","68.38%",""
2023/06/13 00:17:37,"25.13℃","68.31%",""
2023/06/13 00:27:37,"25.13℃","68.31%",""
2023/06/13 00:37:37,"25.13℃","68.31%",""
2023/06/13 00:47:37,"25.06℃","68.31%",""
2023/06/13 00:57:37,"25.06℃","68.50%",""
2023/06/13 01:07:37,"25.06℃","68.56%",""
2023/06/13 01:17:37,"25.06℃","68.56%",""
2023/06/13 01:27:37,"25.06℃","68.56%",""
2023/06/13 01:37:37,"25.06℃","68.50%",""
2023/06/13 01:47:37,"25.06℃","68.56%",""
2023/06/13 01:57:37,"25.06℃","68.50%",""
2023/06/13 02:07:37,"25.06℃","68.50%",""
2023/06/13 02:17:37,"25.06℃","68.50%",""
2023/06/13 02:27:37,"25.00℃","68.44%",""
2023/06/13 02:37:37,"25.00℃","68.50%",""
2023/06/13 02:47:37,"25.00℃","68.44%",""
2023/06/13 02:57:37,"25.00℃","68.44%",""
2023/06/13 03:07:37,"25.00℃","68.38%",""
2023/06/13 03:17:37,"25.00℃","68.38%",""
2023/06/13 03:27:37,"25.00℃","68.38%",""
2023/06/13 03:37:37,"25.00℃","68.06%",""
2023/06/13 03:47:37,"25.00℃","68.06%",""
2023/06/13 03:57:37,"25.00℃","67.88%",""
2023/06/13 04:07:37,"25.00℃","67.88%",""
2023/06/13 04:17:37,"25.00℃","67.62%",""
2023/06/13 04:27:37,"25.00℃","67.56%",""
2023/06/13 04:37:37,"24.94℃","67.44%",""
2023/06/13 04:47:37,"24.94℃","67.94%",""
2023/06/13 04:57:37,"24.94℃","67.25%",""
2023/06/13 05:07:37,"24.94℃","67.12%",""
2023/06/13 05:17:37,"24.94℃","66.94%",""
2023/06/13 05:27:37,"24.88℃","67.25%",""
2023/06/13 05:37:37,"24.88℃","66.88%",""
2023/06/13 05:47:37,"24.88℃","66.75%",""
2023/06/13 05:57:37,"24.88℃","66.94%",""
2023/06/13 06:07:37,"24.88℃","67.00%",""
2023/06/13 06:17:37,"24.81℃","67.06%",""
2023/06/13 06:27:37,"24.81℃","67.00%",""
2023/06/13 06:37:37,"24.81℃","66.94%",""
2023/06/13 06:47:37,"24.81℃","66.94%",""
2023/06/13 06:57:37,"24.81℃","67.12%",""
2023/06/13 07:07:37,"24.81℃","66.94%",""
2023/06/13 07:17:37,"24.75℃","66.94%",""
2023/06/13 07:27:37,"24.75℃","67.00%",""
2023/06/13 07:37:37,"24.75℃","67.06%",""
2023/06/13 07:47:37,"24.75℃","67.19%",""
2023/06/13 07:57:37,"24.75℃","66.94%",""
2023/06/13 08:07:37,"24.69℃","66.94%",""
2023/06/13 08:17:37,"24.69℃","66.88%",""
2023/06/13 08:27:37,"24.69℃","67.00%",""
2023/06/13 08:37:37,"24.69℃","67.19%",""
2023/06/13 08:47:37,"24.69℃","67.00%",""
2023/06/13 08:57:37,"24.63℃","67.06%",""
2023/06/13 09:07:37,"24.63℃","67.19%",""
2023/06/13 09:17:37,"24.63℃","67.56%",""
2023/06/13 09:27:37,"24.63℃","67.19%",""
2023/06/13 09:37:37,"24.63℃","67.56%",""
2023/06/13 09:47:37,"24.63℃","67.56%",""
2023/06/13 09:57:37,"24.63℃","67.50%",""
2023/06/13 10:07:37,"24.56℃","67.50%",""
2023/06/13 10:17:37,"24.56℃","67.44%",""
2023/06/13 10:27:37,"24.56℃","67.50%",""
2023/06/13 10:37:37,"24.50℃","67.44%",""
2023/06/13 10:47:37,"24.50℃","67.38%",""
2023/06/13 10:57:37,"24.50℃","67.44%",""
2023/06/13 11:07:37,"24.50℃","67.62%",""
2023/06/13 11:17:37,"24.50℃","67.38%",""
2023/06/13 11:27:37,"24.50℃","67.31%",""
2023/06/13 11:37:37,"24.50℃","67.31%",""
2023/06/13 11:47:37,"24.50℃","67.31%",""
2023/06/13 11:57:37,"24.50℃","67.44%",""
2023/06/13 12:07:37,"24.50℃","67.44%",""
2023/06/13 12:17:37,"24.50℃","67.50%",""
2023/06/13 12:27:37,"24.50℃","67.88%",""
2023/06/13 12:37:37,"24.50℃","67.75%",""
2023/06/13 12:47:37,"24.44℃","67.81%",""
2023/06/13 12:57:37,"24.44℃","67.81%",""
2023/06/13 13:07:37,"24.44℃","67.88%",""
2023/06/13 13:17:37,"24.44℃","67.88%",""
2023/06/13 13:27:37,"24.44℃","68.06%",""
2023/06/13 13:37:37,"24.44℃","67.69%",""
2023/06/13 13:47:37,"24.44℃","67.56%",""
2023/06/13 13:57:37,"24.44℃","67.38%",""
2023/06/13 14:07:37,"24.44℃","67.31%",""
2023/06/13 14:17:37,"24.44℃","67.25%",""
2023/06/13 14:27:37,"24.44℃","67.19%",""
2023/06/13 14:37:37,"24.44℃","67.44%",""
2023/06/13 14:47:37,"24.44℃","67.25%",""
2023/06/13 14:57:37,"24.44℃","67.44%",""
2023/06/13 15:07:37,"24.44℃","67.62%",""
2023/06/13 15:17:37,"24.38℃","68.62%",""
2023/06/13 15:27:37,"24.38℃","64.38%",""
2023/06/13 15:37:37,"24.31℃","66.56%",""
2023/06/13 15:47:37,"24.25℃","65.75%",""
2023/06/13 15:57:37,"24.19℃","65.62%",""
2023/06/13 16:07:37,"24.19℃","66.38%",""
2023/06/13 16:17:37,"24.19℃","67.31%",""
2023/06/13 16:27:37,"24.13℃","66.81%",""
2023/06/13 16:37:37,"24.06℃","66.19%",""
2023/06/13 16:47:37,"24.00℃","66.38%",""
2023/06/13 16:57:37,"24.00℃","66.44%",""
2023/06/13 17:07:37,"24.00℃","66.62%",""
2023/06/13 17:17:37,"23.94℃","66.75%",""
2023/06/13 17:27:37,"24.00℃","66.62%",""
2023/06/13 17:37:37,"24.00℃","66.56%",""
2023/06/13 17:47:37,"24.00℃","67.25%",""
2023/06/13 17:57:37,"24.00℃","67.06%",""
2023/06/13 18:07:37,"24.00℃","66.81%",""
2023/06/13 18:17:37,"24.00℃","67.25%",""
2023/06/13 18:27:37,"24.00℃","67.44%",""
2023/06/13 18:37:37,"24.00℃","67.12%",""
2023/06/13 18:47:37,"24.00℃","66.62%",""
2023/06/13 18:57:37,"24.00℃","66.69%",""
2023/06/13 19:07:37,"24.06℃","67.44%",""
2023/06/13 19:17:37,"24.06℃","67.62%",""
2023/06/13 19:27:37,"24.06℃","67.19%",""
2023/06/13 19:37:37,"24.06℃","67.38%",""
2023/06/13 19:47:37,"24.06℃","67.62%",""
2023/06/13 19:57:37,"24.06℃","67.75%",""
2023/06/13 20:07:37,"24.06℃","67.19%",""
2023/06/13 20:17:37,"24.06℃","68.25%",""
2023/06/13 20:27:37,"24.06℃","67.06%",""
2023/06/13 20:37:37,"24.06℃","67.19%",""
2023/06/13 20:47:37,"24.06℃","67.25%",""
2023/06/13 20:57:37,"24.06℃","68.00%",""
2023/06/13 21:07:37,"24.13℃","68.25%",""
2023/06/13 21:17:37,"24.13℃","68.50%",""
2023/06/13 21:27:37,"24.13℃","69.50%",""
2023/06/13 21:37:37,"24.19℃","69.56%",""
2023/06/13 21:47:37,"24.19℃","70.19%",""
2023/06/13 21:57:37,"24.13℃","70.56%",""
2023/06/13 22:07:37,"24.13℃","70.75%",""
2023/06/13 22:17:37,"24.13℃","71.00%",""
2023/06/13 22:27:37,"24.13℃","71.12%",""
2023/06/13 22:37:37,"24.13℃","71.25%",""
2023/06/13 22:47:37,"24.13℃","71.25%",""
2023/06/13 22:57:37,"24.13℃","71.56%",""
2023/06/13 23:07:37,"24.13℃","71.62%",""
2023/06/13 23:17:37,"24.13℃","71.50%",""
2023/06/13 23:27:37,"24.13℃","71.44%",""
2023/06/13 23:37:37,"24.13℃","71.12%",""
2023/06/13 23:47:37,"24.13℃","70.75%",""
2023/06/13 23:57:37,"24.13℃","70.62%",""
2023/06/14 00:07:37,"24.13℃","70.56%",""
2023/06/14 00:17:37,"24.13℃","70.44%",""
2023/06/14 00:27:37,"24.13℃","70.38%",""
2023/06/14 00:37:37,"24.13℃","70.31%",""
2023/06/14 00:47:37,"24.13℃","70.19%",""
2023/06/14 00:57:37,"24.13℃","70.25%",""
2023/06/14 01:07:37,"24.13℃","70.19%",""
